1
779.5983,274.9172,91.0009,148.5139
780.6871,271.4617,94.5895,152.0827
781.2538,268.1581,99.8027,156.6427
780.2803,266.6019,102.8885,156.4236
783.6578,261.9683,110.6821,152.2613
784.3563,258.0053,122.7890,149.4218
786.3597,253.5671,130.7133,146.3021
795.9193,248.7685,130.9838,146.8479
788.1639,248.5247,141.0763,149.2462
788.9130,242.0168,150.3687,153.7068
787.9968,233.8333,162.8195,160.8948
794.0298,229.7286,168.9600,166.0407
801.8430,226.0795,169.5166,167.4452
804.4774,222.3309,170.8188,170.7279
805.2037,215.7341,178.7033,176.8276
802.3738,212.4746,194.1199,185.3373
814.0346,201.1678,192.9357,186.3915
822.7155,200.4434,193.5545,187.3066
817.4240,197.2526,200.7660,191.8740
808.8176,190.3667,209.3456,197.0317
785.3040,192.1600,224.0287,199.7720
806.4008,181.5259,219.2707,204.7690
809.4119,173.6918,223.3577,213.6755
808.0468,163.0036,235.4874,224.4315
797.8519,155.7929,244.5242,232.5618
773.6987,154.6579,266.1867,241.4110
786.1711,140.0471,265.4652,252.4129
793.7418,138.9772,262.0148,252.3488
789.0185,138.6748,269.9918,257.6622
772.9601,131.0899,282.9041,261.7879
742.8964,124.5802,307.1612,269.4390
733.6761,121.3919,313.1123,276.9401
735.3916,124.0262,313.1799,277.0003
720.6065,125.0674,328.7397,285.7432
695.8146,123.5047,345.9920,292.6154
673.2441,115.1060,355.9255,300.7485
663.3944,117.9158,359.9857,304.4056
657.6525,121.1937,365.2867,300.8258
649.1867,125.5867,376.4390,303.5759
645.2028,133.9744,375.1833,299.8219
654.6032,143.6122,364.6598,292.4592
639.1704,145.2781,368.4366,282.4841
628.0714,157.7036,374.0836,264.7162
623.5107,150.1998,373.7616,266.2332
597.7049,136.1395,386.2229,261.3257
587.6985,139.4034,386.3765,261.6693
580.8044,141.9802,397.3891,247.7089
577.8389,145.2964,394.6184,242.7509
573.6022,154.5133,384.5463,237.9153
582.9034,172.2361,363.9387,236.5945
588.5947,184.4070,346.9116,229.6393
591.1249,201.8279,327.4006,220.0207
594.6105,217.9687,310.3653,220.2746
594.7258,217.9759,297.0399,215.7239
599.0126,236.8180,270.4906,214.6470
594.7463,247.7444,247.7444,215.3120
592.9971,256.2202,229.7011,214.3435
593.7941,266.9191,216.1979,212.0407
592.2817,275.6696,199.1991,201.2230
591.3690,292.8471,182.9897,195.3061
587.3248,306.5182,172.1954,184.7034
581.6942,311.3082,170.4947,181.5513
575.8643,314.2437,169.7350,174.8900
576.1780,322.6010,158.1394,171.6115
569.8192,330.7578,148.4915,166.7796
564.4299,338.5754,140.7200,164.6036
558.5873,337.1442,138.3468,163.5471
554.9842,339.0863,138.5432,163.3521
549.2305,345.5353,136.8676,161.0044
544.3621,350.8173,139.7938,156.9212
542.6709,356.9489,140.1586,147.1246
538.2433,362.2839,137.9332,138.0207
538.3088,365.4793,134.1988,131.8489
536.2719,374.0034,134.0889,126.3237
534.9322,381.4844,132.3567,126.0342
